stop_id,stop_name,stop_lat,stop_lon,mode,nearest_metro_id,nearest_metro_name,dist_to_metro_m,in_walk_zone,in_feeder_zone,route_diversity,Morning_freq,Midday_freq,Evening_freq
R1auSRjt,Appareddyguda X Road,17.310196184866,78.2237640015452,bus,RDG,Raidurg,29554.52179415567,False,False,11.0,0.0,0.3333333333333333,5.0
YXAEgiIa,Tholkatta X Roads,17.3134559371845,78.2169190049171,bus,RDG,Raidurg,29979.180116607822,False,False,11.0,0.0,0.0,5.5
nJkfMg0G,Mudimyal,17.31947984,78.20895821,bus,RDG,Raidurg,30312.232756314945,False,False,10.0,0.0,0.0,4.5
BugaVeWl,Kandawada X Road,17.3071821813279,78.1823748323694,bus,RDG,Raidurg,34475.14030627493,False,False,10.0,0.0,0.0,3.25
3F5hR7yF,Malkapur,17.312,78.172,bus,RDG,Raidurg,35292.18773079784,False,False,9.0,0.0,0.0,2.5
SAhnyNt4,Kesaram,17.30638448,78.1610097,bus,RDG,Raidurg,37072.39408982266,False,False,9.0,0.0,0.0,0.75
oi5Cgsii,Chevella Bs,17.313487,78.138914,bus,RDG,Raidurg,39234.86357306491,False,False,12.0,6.0,5.333333333333333,8.0
fTpo5ntA,Kesaram,17.30654741,78.16108078,bus,RDG,Raidurg,37050.51967657852,False,False,10.0,4.666666666666667,4.333333333333333,5.75
rFMmZ6lY,Malkapur,17.3122833003731,78.1719732296992,bus,RDG,Raidurg,35272.07210805859,False,False,10.0,4.333333333333333,4.333333333333333,6.25
CExXC0fB,Kandawada X Road,17.3072513370426,78.1824137340463,bus,RDG,Raidurg,34464.56050512006,False,False,11.0,4.333333333333333,4.0,7.0
tFPKmxrs,Mudimyal,17.3196244863605,78.2090869486037,bus,RDG,Raidurg,30284.43198849702,False,False,11.0,4.0,4.0,7.0
cIwp9JJA,Tholkatta X Roads,17.3134828652038,78.2169860663658,bus,RDG,Raidurg,29969.20876851108,False,False,12.0,4.0,4.333333333333333,7.5
jAH3WOsZ,Appareddyguda X Road,17.310229763875,78.2237717136935,bus,RDG,Raidurg,29550.348198796186,False,False,12.0,3.6666666666666665,5.0,8.25
03dKkFHP,Kethireddy Pally X Road,17.3102601740201,78.2290184497833,bus,RDG,Raidurg,28990.1421845477,False,False,13.0,3.0,4.666666666666667,8.25
sUYRAR1o,Kanakamamidi,17.3132484672966,78.2487916954735,bus,RDG,Raidurg,26651.54755001951,False,False,14.0,3.3333333333333335,5.333333333333333,9.0
nfkRd9nz,Ayaan College,17.31466329,78.25676423,bus,RDG,Raidurg,25716.076065820187,False,False,12.0,3.0,5.333333333333333,7.75
4BcvWaFF,Moinabad Bus Stop,17.328963,78.27318,bus,RDG,Raidurg,22550.803127483996,False,False,24.0,7.333333333333333,8.0,13.25
uboghRWM,Sathsang,17.3302429901364,78.2801467174028,bus,RDG,Raidurg,21754.057364977998,False,False,24.0,4.0,7.333333333333333,11.25
kqVSR8tV,Decent Poultry,17.3312722639582,78.2931554305028,bus,RDG,Raidurg,20483.46155657957,False,False,24.0,5.333333333333333,8.333333333333334,11.5
EhiQ5Y3H,Jbiet College Amdapur X Road Bus Stop,17.3316217666677,78.297382590759,bus,RDG,Raidurg,20089.071018843413,False,False,25.0,5.333333333333333,8.666666666666666,10.75
vZHy3ifq,Himayathnagar X Road,17.3387766883806,78.3119925637218,bus,RDG,Raidurg,18048.494809721025,False,False,33.0,10.0,13.333333333333334,16.5
F5kjgZBH,Aziz Nagar X Roads,17.3441891911772,78.3246579529391,bus,RDG,Raidurg,16452.878795393863,False,False,34.0,9.666666666666666,13.0,17.25
2QgJHKxC,Osman Sagar X Rd,17.3531973109365,78.3305561031737,bus,RDG,Raidurg,14868.454794186857,False,False,34.0,9.666666666666666,12.333333333333334,15.75
b8ltroJx,Golden Farms,17.3537540685662,78.3420708721613,bus,RDG,Raidurg,14123.245991507816,False,False,34.0,9.666666666666666,12.666666666666666,14.75
kLUdNhDw,Appa Junction,17.350843348535,78.3583071739993,bus,RDG,Raidurg,13894.672414489198,False,False,36.0,9.0,13.333333333333334,16.75
BOZ6ud3G,Kalimandir,17.352451191287,78.3768691480659,bus,JCP,Jubilee Hills Checkpost,12497.434102418934,False,False,43.0,12.666666666666666,17.333333333333332,23.0
Ed7fO2rc,Peeram Cheru,17.3547365052,78.3790783231,bus,JCP,Jubilee Hills Checkpost,12054.536979792305,False,False,43.0,11.333333333333334,17.333333333333332,21.25
IJzE9Z23,Bandlaguda X Road,17.3597731196,78.3879953938,bus,JCP,Jubilee Hills Checkpost,10874.431593010142,False,False,46.0,13.0,17.333333333333332,25.0
dHUG4Xle,Suncity,17.3649131228,78.3957168515,bus,JCP,Jubilee Hills Checkpost,9806.62679658182,False,False,40.0,8.0,16.0,19.75
GFxQbpHA,Tippu Khan Bridge,17.3710977510594,78.4044692202793,bus,JCP,Jubilee Hills Checkpost,8638.254871584086,False,False,53.0,9.0,15.666666666666666,25.75
nIO17N4o,Langar House,17.374278,78.417719,bus,NAM,Nampally,7990.89525109437,False,False,57.0,8.666666666666666,16.0,23.0
9kJ7lz1Q,Langar House,17.3815830470045,78.4218370815429,bus,LKP,Lakdi-ka-pul,7039.31153431443,False,False,70.0,8.333333333333334,17.666666666666668,23.75
rBENVtQo,Nanal Nagar,17.3954877056342,78.4273249243984,bus,JR5,Road No 5 Jubilee Hills,5200.178029802787,False,False,74.0,7.333333333333333,15.666666666666666,27.5
q9jjNdnh,Mehdipatnam,17.3952073711,78.4403379976,bus,LKP,Lakdi-ka-pul,3770.4149210366754,False,False,178.0,88.66666666666667,97.66666666666667,132.75
F0sCusJT,Chandrayangutta,17.3272271949536,78.4751379345258,bus,MKL,Malakpet,7940.871429174117,False,False,36.0,24.333333333333332,21.666666666666668,15.75
sifjiJIl,Farooqnagar,17.329644,78.470292,bus,MGB,Mahatma Gandhi Bus Station,7834.0538870805885,False,False,41.0,25.333333333333332,23.333333333333332,15.5
viDlsUWZ,Engine Bowli,17.3365662237586,78.4679501198833,bus,MGB,Mahatma Gandhi Bus Station,6969.5758165318675,False,False,36.0,26.666666666666668,20.666666666666668,14.5
8YMIlyS3,Falaknuma Depot,17.3372275520799,78.4670250016503,bus,MGB,Mahatma Gandhi Bus Station,6929.586297692066,False,False,26.0,7.0,15.666666666666666,4.75
W4vA60DC,Sarojini Devi Hsptl,17.398719,78.444326,bus,KHA,Khairatabad,3059.765688190555,False,False,117.0,83.66666666666667,92.0,107.75
VKioR5jw,Nmdc,17.3989614802167,78.4495523571968,bus,LKP,Lakdi-ka-pul,2335.980697373593,False,True,115.0,77.33333333333333,89.66666666666667,107.25
m9io71dj,Masab Tank,17.4042608047588,78.4519046545028,bus,KHA,Khairatabad,1693.779378062792,False,True,66.0,65.0,65.66666666666667,74.75
qo0aajne,Pension Office,17.4074738361027,78.4510845331515,bus,KHA,Khairatabad,1535.4759073370171,False,True,53.0,59.333333333333336,62.0,72.0
